time,host,service,reason,state,contact,information
2023-1-18T23:06,BTAA08E02,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 16%, RTA = 7.53 ms"
2023-1-18T23:06,BTAA08E02,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 16%, RTA = 7.53 ms"
2023-1-18T23:06,BTAA08E02,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 16%, RTA = 7.53 ms"
2023-1-18T23:06,BTAA08E02,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 16%, RTA = 7.53 ms"
2023-1-18T23:06,BTAA08E02,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 16%, RTA = 7.53 ms"
2023-1-18T23:06,BTAA08E02,-,Host Recovery,UP,taller,"PING OK - Packet loss = 16%, RTA = 7.53 ms"
2023-1-18T23:06,BTAA05E01,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 14.05 ms"
2023-1-18T23:06,BTAA05E01,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 14.05 ms"
2023-1-18T23:06,BTAA05E01,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 14.05 ms"
2023-1-18T23:06,BTAA05E01,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 14.05 ms"
2023-1-18T23:06,BTAA05E01,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 14.05 ms"
2023-1-18T23:06,BTAA05E01,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 14.05 ms"
2023-1-18T23:06,BTAA09E01,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 13.61 ms"
2023-1-18T23:06,BTAA09E01,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 13.61 ms"
2023-1-18T23:06,BTAA09E01,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 13.61 ms"
2023-1-18T23:06,BTAA09E01,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 13.61 ms"
2023-1-18T23:06,BTAA09E01,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 13.61 ms"
2023-1-18T23:06,BTAA09E01,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 13.61 ms"
2023-1-18T23:06,BTAA04E01,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 10.31 ms"
2023-1-18T23:06,BTAA04E01,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 10.31 ms"
2023-1-18T23:06,BTAA04E01,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 10.31 ms"
2023-1-18T23:06,BTAA04E01,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 10.31 ms"
2023-1-18T23:06,BTAA04E01,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 10.31 ms"
2023-1-18T23:06,BTAA04E01,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 10.31 ms"
2023-1-18T23:06,BTAA10E01,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 13.25 ms"
2023-1-18T23:06,BTAA10E01,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 13.25 ms"
2023-1-18T23:06,BTAA10E01,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 13.25 ms"
2023-1-18T23:06,BTAA10E01,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 13.25 ms"
2023-1-18T23:06,BTAA10E01,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 13.25 ms"
2023-1-18T23:06,BTAA10E01,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 13.25 ms"
2023-1-18T23:06,BTAA02E01,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 10.04 ms"
2023-1-18T23:06,BTAA02E01,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 10.04 ms"
2023-1-18T23:06,BTAA02E01,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 10.04 ms"
2023-1-18T23:06,BTAA02E01,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 10.04 ms"
2023-1-18T23:06,BTAA02E01,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 10.04 ms"
2023-1-18T23:06,BTAA02E01,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 10.04 ms"
2023-1-18T23:06,BTAA01E02,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 10.79 ms"
2023-1-18T23:06,BTAA01E02,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 10.79 ms"
2023-1-18T23:06,BTAA01E02,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 10.79 ms"
2023-1-18T23:06,BTAA01E02,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 10.79 ms"
2023-1-18T23:06,BTAA01E02,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 10.79 ms"
2023-1-18T23:06,BTAA01E02,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 10.79 ms"
2023-1-18T23:06,BTAA06E01,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 6.75 ms"
2023-1-18T23:06,BTAA06E01,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 6.75 ms"
2023-1-18T23:06,BTAA06E01,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 6.75 ms"
2023-1-18T23:06,BTAA06E01,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 6.75 ms"
2023-1-18T23:06,BTAA06E01,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 6.75 ms"
2023-1-18T23:06,BTAA06E01,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 6.75 ms"
2023-1-18T23:06,BTAA12E01,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 10.65 ms"
2023-1-18T23:06,BTAA12E01,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 10.65 ms"
2023-1-18T23:06,BTAA12E01,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 10.65 ms"
2023-1-18T23:06,BTAA12E01,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 10.65 ms"
2023-1-18T23:06,BTAA12E01,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 10.65 ms"
2023-1-18T23:06,BTAA12E01,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 10.65 ms"
2023-1-18T23:06,PCSUB01,-,Host Problem,DOWN,eneko_guemes,CRITICAL - Host Unreachable (10.19.29.71)
2023-1-18T23:06,PCSUB01,-,Host Problem,DOWN,luis_ortiz,CRITICAL - Host Unreachable (10.19.29.71)
2023-1-18T23:06,PCSUB01,-,Host Problem,DOWN,SATEC_Asier_pruebas,CRITICAL - Host Unreachable (10.19.29.71)
2023-1-18T23:06,PCSUB01,-,Host Problem,DOWN,SATEC_Cuenta_Soporte,CRITICAL - Host Unreachable (10.19.29.71)
2023-1-18T23:06,PCSUB01,-,Host Problem,DOWN,sergio_baza,CRITICAL - Host Unreachable (10.19.29.71)
2023-1-18T23:06,PCSUB01,-,Host Problem,DOWN,taller,CRITICAL - Host Unreachable (10.19.29.71)
2023-1-18T23:06,BTAA07E01,-,Host Problem,DOWN,eneko_guemes,CRITICAL - Host Unreachable (10.19.29.74)
2023-1-18T23:06,BTAA07E01,-,Host Problem,DOWN,luis_ortiz,CRITICAL - Host Unreachable (10.19.29.74)
2023-1-18T23:06,BTAA07E01,-,Host Problem,DOWN,SATEC_Asier_pruebas,CRITICAL - Host Unreachable (10.19.29.74)
2023-1-18T23:06,BTAA07E01,-,Host Problem,DOWN,SATEC_Cuenta_Soporte,CRITICAL - Host Unreachable (10.19.29.74)
2023-1-18T23:06,BTAA07E01,-,Host Problem,DOWN,sergio_baza,CRITICAL - Host Unreachable (10.19.29.74)
2023-1-18T23:06,BTAA07E01,-,Host Problem,DOWN,taller,CRITICAL - Host Unreachable (10.19.29.74)
2023-1-18T23:06,BTAA01E01,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 11.07 ms"
2023-1-18T23:06,BTAA01E01,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 11.07 ms"
2023-1-18T23:06,BTAA01E01,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 11.07 ms"
2023-1-18T23:06,BTAA01E01,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 11.07 ms"
2023-1-18T23:06,BTAA01E01,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 11.07 ms"
2023-1-18T23:06,BTAA01E01,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 11.07 ms"
2023-1-18T23:06,BTAA01E01,-,Host Recovery,UP,SATEC_Monitorizacion_24x7_SOC,"PING OK - Packet loss = 0%, RTA = 11.07 ms"
2023-1-18T23:06,PCB1FW,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 0%, RTA = 10.16 ms"
2023-1-18T23:06,PCB1FW,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 0%, RTA = 10.16 ms"
2023-1-18T23:06,PCB1FW,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 0%, RTA = 10.16 ms"
2023-1-18T23:06,PCB1FW,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 0%, RTA = 10.16 ms"
2023-1-18T23:06,PCB1FW,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 0%, RTA = 10.16 ms"
2023-1-18T23:06,PCB1FW,-,Host Recovery,UP,taller,"PING OK - Packet loss = 0%, RTA = 10.16 ms"
2023-1-18T23:06,PCB1FW,-,Host Recovery,UP,SATEC_Monitorizacion_24x7_SOC,"PING OK - Packet loss = 0%, RTA = 10.16 ms"
2023-1-18T23:06,ITPPCBS1,-,Host Recovery,UP,eneko_guemes,"PING OK - Packet loss = 37%, RTA = 12.37 ms"
2023-1-18T23:06,ITPPCBS1,-,Host Recovery,UP,luis_ortiz,"PING OK - Packet loss = 37%, RTA = 12.37 ms"
2023-1-18T23:06,ITPPCBS1,-,Host Recovery,UP,sergio_baza,"PING OK - Packet loss = 37%, RTA = 12.37 ms"
2023-1-18T23:06,ITPPCBS1,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING OK - Packet loss = 37%, RTA = 12.37 ms"
2023-1-18T23:06,ITPPCBS1,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING OK - Packet loss = 37%, RTA = 12.37 ms"
2023-1-18T23:06,ITPPCBS1,-,Host Recovery,UP,SATEC_Monitorizacion_24x7_SOC,"PING OK - Packet loss = 37%, RTA = 12.37 ms"
2023-1-18T23:06,DSIP010SCCM,-,Host Recovery,UP,SATEC_Asier_pruebas,"PING WARNING - Packet loss = 80%, RTA = 6.89 ms"
2023-1-18T23:06,DSIP010SCCM,-,Host Recovery,UP,SATEC_Cuenta_Soporte,"PING WARNING - Packet loss = 80%, RTA = 6.89 ms"
2023-1-18T23:06,DSIP010SCCM,-,Host Recovery,UP,roberto_pontiel,"PING WARNING - Packet loss = 80%, RTA = 6.89 ms"
2023-1-18T23:01,BC01,-,Host Problem,DOWN,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T23:01,BC01,-,Host Problem,DOWN,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T23:01,BC01,-,Host Problem,DOWN,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T23:01,BC01,-,Host Problem,DOWN,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T23:01,BC01,-,Host Problem,DOWN,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP02,-,Host Problem,DOWN,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP02,-,Host Problem,DOWN,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP02,-,Host Problem,DOWN,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP02,-,Host Problem,DOWN,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP02,-,Host Problem,DOWN,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP05,-,Host Problem,DOWN,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP05,-,Host Problem,DOWN,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP05,-,Host Problem,DOWN,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP05,-,Host Problem,DOWN,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP05,-,Host Problem,DOWN,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,DISPONIBILIDAD,AD,Service Problem,CRITICAL,arantza_urreta,CRITICAL -  AD PCB is in a problem state. Group health is ignored while any essential members are in a problem state.
2023-1-18T22:59,DISPONIBILIDAD,AD,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL -  AD PCB is in a problem state. Group health is ignored while any essential members are in a problem state.
2023-1-18T22:59,DISPONIBILIDAD,AD,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL -  AD PCB is in a problem state. Group health is ignored while any essential members are in a problem state.
2023-1-18T22:59,DISPONIBILIDAD,AD,Service Problem,CRITICAL,eneko_guemes,CRITICAL -  AD PCB is in a problem state. Group health is ignored while any essential members are in a problem state.
2023-1-18T22:59,DISPONIBILIDAD,AD,Service Problem,CRITICAL,SATEC_Monitorizacion_24x7_SOC,CRITICAL -  AD PCB is in a problem state. Group health is ignored while any essential members are in a problem state.
2023-1-18T22:59,BP04,-,Host Problem,DOWN,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP04,-,Host Problem,DOWN,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP04,-,Host Problem,DOWN,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP04,-,Host Problem,DOWN,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP04,-,Host Problem,DOWN,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP01,-,Host Problem,DOWN,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP01,-,Host Problem,DOWN,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP01,-,Host Problem,DOWN,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP01,-,Host Problem,DOWN,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:59,BP01,-,Host Problem,DOWN,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA13E01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA13E01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA13E01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA13E01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA13E01,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA13E01,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA11E01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA11E01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA11E01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA11E01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA11E01,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA11E01,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA01E02,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA01E02,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA01E02,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA01E02,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA01E02,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA01E02,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA05E01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.00 seconds)
2023-1-18T22:58,BTAA05E01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.00 seconds)
2023-1-18T22:58,BTAA05E01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.00 seconds)
2023-1-18T22:58,BTAA05E01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.00 seconds)
2023-1-18T22:58,BTAA05E01,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.00 seconds)
2023-1-18T22:58,BTAA05E01,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.00 seconds)
2023-1-18T22:58,BTAA08E02,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA08E02,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA08E02,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA08E02,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA08E02,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA08E02,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA12E01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA12E01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA12E01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA12E01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA12E01,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA12E01,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,PCSUB01,-,Host Problem,UNREACHABLE,eneko_guemes,PING CRITICAL - Packet loss = 100%
2023-1-18T22:58,PCSUB01,-,Host Problem,UNREACHABLE,luis_ortiz,PING CRITICAL - Packet loss = 100%
2023-1-18T22:58,PCSUB01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,PING CRITICAL - Packet loss = 100%
2023-1-18T22:58,PCSUB01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,PING CRITICAL - Packet loss = 100%
2023-1-18T22:58,PCSUB01,-,Host Problem,UNREACHABLE,sergio_baza,PING CRITICAL - Packet loss = 100%
2023-1-18T22:58,PCSUB01,-,Host Problem,UNREACHABLE,taller,PING CRITICAL - Packet loss = 100%
2023-1-18T22:58,PCB1FW,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.02 seconds)
2023-1-18T22:58,PCB1FW,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.02 seconds)
2023-1-18T22:58,PCB1FW,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.02 seconds)
2023-1-18T22:58,PCB1FW,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.02 seconds)
2023-1-18T22:58,PCB1FW,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.02 seconds)
2023-1-18T22:58,PCB1FW,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.02 seconds)
2023-1-18T22:58,PCB1FW,-,Host Problem,UNREACHABLE,SATEC_Monitorizacion_24x7_SOC,(Host check timed out after 30.02 seconds)
2023-1-18T22:58,BTAA07E01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA07E01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA07E01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA07E01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA07E01,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:58,BTAA07E01,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:57,BP03,-,Host Problem,DOWN,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:57,BP03,-,Host Problem,DOWN,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:57,BP03,-,Host Problem,DOWN,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:57,BP03,-,Host Problem,DOWN,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:57,BP03,-,Host Problem,DOWN,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,PCBTAL01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,PCBTAL01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,PCBTAL01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,PCBTAL01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,PCBTAL01,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,PCBTAL01,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,ITPPCBS1,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,ITPPCBS1,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,ITPPCBS1,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,ITPPCBS1,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,ITPPCBS1,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,ITPPCBS1,-,Host Problem,UNREACHABLE,SATEC_Monitorizacion_24x7_SOC,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA01E01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA01E01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA01E01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA01E01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA01E01,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA01E01,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA01E01,-,Host Problem,UNREACHABLE,SATEC_Monitorizacion_24x7_SOC,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA04E01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA04E01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA04E01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA04E01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA04E01,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA04E01,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA06E01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA06E01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA06E01,-,Host Problem,UNREACHABLE,SATEC_Asier_pruebas,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA06E01,-,Host Problem,UNREACHABLE,SATEC_Cuenta_Soporte,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA06E01,-,Host Problem,UNREACHABLE,sergio_baza,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA06E01,-,Host Problem,UNREACHABLE,taller,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA09E01,-,Host Problem,UNREACHABLE,eneko_guemes,(Host check timed out after 30.01 seconds)
2023-1-18T22:56,BTAA09E01,-,Host Problem,UNREACHABLE,luis_ortiz,(Host check timed out after 30.01 seconds)
